district_name,obs_date,rainfall_mm,temp_max_c,temp_min_c,humidity_pct
Visakhapatnam,2015-03-25,0.0,29.7,20.8,56.9
Visakhapatnam,2015-03-26,0.0,31.9,19.3,56.8
Visakhapatnam,2015-03-27,0.0,31.8,23.2,42.6
Visakhapatnam,2015-03-28,0.0,32.1,20.1,63.9
Visakhapatnam,2015-03-29,0.0,32.5,21.2,59.9
Visakhapatnam,2015-03-30,0.0,31.8,22.1,56.6
Visakhapatnam,2015-03-31,0.0,31.4,21.7,57.3
Visakhapatnam,2015-04-01,0.0,30.4,21.8,63.9
Visakhapatnam,2015-04-02,0.0,30.8,22.2,60.1
Visakhapatnam,2015-04-03,0.0,33.5,23.0,60.1
Visakhapatnam,2015-04-04,0.0,34.7,22.0,43.0
Visakhapatnam,2015-04-05,0.0,31.5,22.3,62.9
Visakhapatnam,2015-04-06,0.0,30.6,20.7,50.2
Visakhapatnam,2015-04-07,0.0,32.8,22.6,46.5
Visakhapatnam,2015-04-08,0.0,32.4,22.0,57.8
Visakhapatnam,2015-04-09,0.0,32.5,23.3,56.4
Visakhapatnam,2015-04-10,1.32,32.7,23.4,82.6
Visakhapatnam,2015-04-11,0.0,32.2,22.5,60.0
Visakhapatnam,2015-04-12,0.0,31.1,21.2,41.0
Visakhapatnam,2015-04-13,5.37,33.0,23.9,93.0
Visakhapatnam,2015-04-14,1.4,32.7,24.2,85.6
Visakhapatnam,2015-04-15,0.0,32.2,21.4,49.7
Visakhapatnam,2015-04-16,0.0,33.9,24.7,46.7
Visakhapatnam,2015-04-17,1.1,32.9,21.2,90.6
Visakhapatnam,2015-04-18,2.05,32.4,23.5,83.9
Visakhapatnam,2015-04-19,0.0,33.7,24.5,52.9
Visakhapatnam,2015-04-20,0.0,34.6,22.9,61.7
Visakhapatnam,2015-04-21,0.0,33.3,23.7,66.7
Visakhapatnam,2015-04-22,4.12,34.8,22.5,87.0
Visakhapatnam,2015-04-23,0.0,34.0,22.6,45.5
Visakhapatnam,2015-04-24,0.0,32.3,23.1,53.2
Visakhapatnam,2015-04-25,0.0,35.1,22.6,57.1
Visakhapatnam,2015-04-26,0.0,33.5,23.9,58.7
Visakhapatnam,2015-04-27,0.0,35.2,22.6,55.0
Visakhapatnam,2015-04-28,0.0,34.3,25.2,55.5
Visakhapatnam,2015-04-29,0.0,34.0,23.7,50.3
Visakhapatnam,2015-04-30,0.0,33.2,24.6,61.5
Visakhapatnam,2015-05-01,3.81,33.9,24.9,74.0
Visakhapatnam,2015-05-02,14.1,33.5,22.6,67.2
Visakhapatnam,2015-05-03,0.0,37.3,24.6,51.6
Visakhapatnam,2015-05-04,0.0,32.6,23.9,55.6
Visakhapatnam,2015-05-05,10.34,35.4,23.6,90.4
Visakhapatnam,2015-05-06,0.0,33.5,23.4,63.0
Visakhapatnam,2015-05-07,16.39,36.5,24.5,86.5
Visakhapatnam,2015-05-08,0.0,34.4,23.5,52.3
Visakhapatnam,2015-05-09,0.93,34.3,25.7,70.6
Visakhapatnam,2015-05-10,0.78,35.3,24.4,83.5
Visakhapatnam,2015-05-11,0.0,35.3,23.6,59.2
Visakhapatnam,2015-05-12,0.0,35.6,25.3,56.8
Visakhapatnam,2015-05-13,0.0,35.1,24.5,50.5
Visakhapatnam,2015-05-14,0.0,33.8,24.0,54.6
Visakhapatnam,2015-05-15,0.0,35.4,24.1,60.4
Visakhapatnam,2015-05-16,6.12,36.1,25.1,76.3
Visakhapatnam,2015-05-17,9.05,35.8,23.6,93.0
Visakhapatnam,2015-05-18,0.0,35.3,25.4,40.5
Visakhapatnam,2015-05-19,0.0,35.3,24.1,59.3
Visakhapatnam,2015-05-20,0.0,34.3,24.4,56.4
Visakhapatnam,2015-05-21,0.0,34.3,25.5,65.9
Visakhapatnam,2015-05-22,0.0,35.4,23.7,47.3
Visakhapatnam,2015-05-23,0.0,35.3,26.2,56.4
Visakhapatnam,2015-05-24,0.0,36.6,24.8,62.6
Visakhapatnam,2015-05-25,0.0,35.3,26.0,59.6
Visakhapatnam,2015-05-26,1.08,34.9,25.8,76.5
Visakhapatnam,2015-05-27,0.0,35.3,24.3,59.3
Visakhapatnam,2015-05-28,4.88,35.8,25.7,86.6
Visakhapatnam,2015-05-29,0.0,36.9,25.2,52.5
Visakhapatnam,2015-05-30,0.0,35.2,23.3,64.7
Visakhapatnam,2015-05-31,0.0,36.0,23.8,53.1
Visakhapatnam,2015-06-01,8.0,37.2,26.4,76.0
Visakhapatnam,2015-06-02,0.0,39.1,26.1,53.0
Visakhapatnam,2015-06-03,16.23,35.1,24.2,86.0
Visakhapatnam,2015-06-04,0.0,38.9,25.8,65.0
Visakhapatnam,2015-06-05,16.37,35.7,26.2,92.3
Visakhapatnam,2015-06-06,0.0,34.8,26.0,49.6
Visakhapatnam,2015-06-07,9.67,34.9,26.6,81.9
Visakhapatnam,2015-06-08,0.0,37.9,26.4,50.7
Visakhapatnam,2015-06-09,20.77,39.9,26.6,87.3
Visakhapatnam,2015-06-10,0.0,38.0,26.9,62.5
Visakhapatnam,2015-06-11,0.0,36.6,25.8,59.7
Visakhapatnam,2015-06-12,7.17,37.5,26.1,90.7
Visakhapatnam,2015-06-13,0.0,36.2,25.6,41.1
Visakhapatnam,2015-06-14,4.41,38.6,26.1,78.8
Visakhapatnam,2015-06-15,0.0,38.5,25.5,49.5
Visakhapatnam,2015-06-16,9.49,37.3,27.2,78.8
Visakhapatnam,2015-06-17,9.7,35.5,27.2,82.9
Visakhapatnam,2015-06-18,0.0,37.3,27.7,41.3
Visakhapatnam,2015-06-19,0.0,36.3,28.0,56.7
Visakhapatnam,2015-06-20,0.0,36.1,25.5,57.7
Visakhapatnam,2015-06-21,19.23,37.9,26.8,89.7
Visakhapatnam,2015-06-22,1.74,38.8,27.8,78.9
Visakhapatnam,2015-06-23,0.0,37.7,27.6,65.8
Visakhapatnam,2015-06-24,8.86,37.6,26.4,78.9
Visakhapatnam,2015-06-25,0.0,39.8,27.9,49.5
Visakhapatnam,2015-06-26,21.48,39.2,27.4,89.4
Visakhapatnam,2015-06-27,17.16,37.8,26.2,77.3
Visakhapatnam,2015-06-28,0.0,39.8,28.2,56.5
Visakhapatnam,2015-06-29,0.0,37.8,27.0,48.4
Visakhapatnam,2015-06-30,13.84,37.7,26.8,95.8
Visakhapatnam,2015-07-01,0.0,37.8,27.1,55.3
Visakhapatnam,2015-07-02,0.0,36.5,26.7,50.5
Visakhapatnam,2015-07-03,0.0,38.5,27.3,44.3
Visakhapatnam,2015-07-04,29.15,39.1,26.9,79.9
Visakhapatnam,2015-07-05,0.0,38.3,27.3,62.7
Visakhapatnam,2015-07-06,0.0,37.8,25.7,53.1
Visakhapatnam,2015-07-07,0.0,37.7,26.4,56.5
Visakhapatnam,2015-07-08,7.37,37.5,27.2,86.6
Visakhapatnam,2015-07-09,0.0,37.4,28.4,48.0
Visakhapatnam,2015-07-10,0.0,35.7,27.0,55.2
Visakhapatnam,2015-07-11,0.0,39.4,24.3,57.4
Visakhapatnam,2015-07-12,0.0,36.6,26.6,50.5
Visakhapatnam,2015-07-13,0.0,37.6,28.4,66.0
Visakhapatnam,2015-07-14,53.11,40.1,26.9,85.8
Visakhapatnam,2015-07-15,101.71,37.1,28.0,82.8
Visakhapatnam,2015-07-16,0.0,39.1,27.0,56.7
Visakhapatnam,2015-07-17,18.52,35.7,27.7,79.1
Visakhapatnam,2015-07-18,13.22,37.2,27.8,76.9
Visakhapatnam,2015-07-19,0.0,37.3,26.9,56.7
Visakhapatnam,2015-07-20,0.0,38.9,27.1,43.6
Visakhapatnam,2015-07-21,13.78,37.9,27.0,86.4
Visakhapatnam,2015-07-22,0.0,36.6,25.8,48.4
Visakhapatnam,2015-07-23,35.64,35.0,25.3,80.0
Visakhapatnam,2015-07-24,0.0,37.5,27.0,53.1
Visakhapatnam,2015-07-25,0.0,37.1,26.1,57.9
Visakhapatnam,2015-07-26,19.19,37.8,28.5,81.3
Visakhapatnam,2015-07-27,11.21,38.0,25.9,80.5
Visakhapatnam,2015-07-28,21.73,39.1,28.1,93.6
Visakhapatnam,2015-07-29,0.0,39.5,25.0,53.1
Visakhapatnam,2015-07-30,0.0,38.0,26.3,54.0
Visakhapatnam,2015-07-31,0.0,37.6,27.3,53.6
Visakhapatnam,2015-08-01,13.64,39.2,28.5,86.9
Visakhapatnam,2015-08-02,0.0,36.4,26.8,60.6
Visakhapatnam,2015-08-03,16.14,38.4,28.0,86.7
Visakhapatnam,2015-08-04,0.0,38.2,23.9,57.3
Visakhapatnam,2015-08-05,0.0,35.7,27.2,57.9
Visakhapatnam,2015-08-06,6.5,37.1,29.0,85.0
Visakhapatnam,2015-08-07,0.0,39.6,26.9,49.0
Visakhapatnam,2015-08-08,0.0,37.6,25.3,53.5
Visakhapatnam,2015-08-09,26.87,37.3,26.6,86.3
Visakhapatnam,2015-08-10,0.0,36.4,25.6,61.6
Visakhapatnam,2015-08-11,0.0,35.8,27.1,57.8
Visakhapatnam,2015-08-12,15.51,37.9,27.2,76.6
Visakhapatnam,2015-08-13,0.0,37.1,26.1,60.2
Visakhapatnam,2015-08-14,0.0,39.6,27.8,54.3
Visakhapatnam,2015-08-15,0.0,38.3,26.6,55.8
Visakhapatnam,2015-08-16,0.0,37.3,25.7,52.5
Visakhapatnam,2015-08-17,0.0,37.3,26.8,59.0
Visakhapatnam,2015-08-18,0.0,38.1,26.8,47.6
Visakhapatnam,2015-08-19,7.44,35.9,25.3,85.3
Visakhapatnam,2015-08-20,8.71,37.6,26.6,87.5
Visakhapatnam,2015-08-21,0.0,34.6,25.9,41.9
Visakhapatnam,2015-08-22,11.68,38.5,26.4,82.0
Visakhapatnam,2015-08-23,6.98,38.2,25.6,89.8
Visakhapatnam,2015-08-24,0.0,35.8,27.1,59.2
Visakhapatnam,2015-08-25,0.0,36.0,25.3,51.8
Visakhapatnam,2015-08-26,0.0,35.7,26.5,47.5
Visakhapatnam,2015-08-27,0.0,36.9,28.5,46.7
Visakhapatnam,2015-08-28,12.63,36.9,26.4,84.1
Visakhapatnam,2015-08-29,7.1,35.9,25.9,78.6
Visakhapatnam,2015-08-30,0.0,38.3,25.8,53.8
Visakhapatnam,2015-08-31,8.73,35.4,26.1,92.9
Visakhapatnam,2015-09-01,0.0,35.8,27.2,56.5
Visakhapatnam,2015-09-02,15.2,36.6,25.3,76.6
Visakhapatnam,2015-09-03,0.0,37.1,25.4,51.4
Visakhapatnam,2015-09-04,0.0,37.2,25.8,51.1
Visakhapatnam,2015-09-05,0.0,36.1,27.2,58.0
Visakhapatnam,2015-09-06,0.0,37.7,26.7,58.7
Visakhapatnam,2015-09-07,15.61,36.9,24.1,80.2
Visakhapatnam,2015-09-08,0.0,37.0,26.9,53.4
Visakhapatnam,2015-09-09,0.0,35.7,25.5,55.5
Visakhapatnam,2015-09-10,7.08,34.7,25.8,85.0
Visakhapatnam,2015-09-11,0.0,35.5,25.1,53.4
Visakhapatnam,2015-09-12,0.0,35.6,25.0,42.4
Visakhapatnam,2015-09-13,0.0,35.4,24.5,63.3
Visakhapatnam,2015-09-14,0.0,37.1,25.1,55.2
Visakhapatnam,2015-09-15,0.0,35.5,26.7,41.1
Visakhapatnam,2015-09-16,5.7,36.3,25.4,82.7
Visakhapatnam,2015-09-17,21.39,36.5,25.2,81.6
Visakhapatnam,2015-09-18,0.0,35.4,24.8,63.8
Visakhapatnam,2015-09-19,0.0,33.5,23.6,52.8
Visakhapatnam,2015-09-20,1.62,34.1,27.2,95.8
Visakhapatnam,2015-09-21,6.79,32.8,24.5,79.0
Visakhapatnam,2015-09-22,0.0,33.1,23.8,55.9
Visakhapatnam,2015-09-23,13.54,35.9,23.7,88.8
Visakhapatnam,2015-09-24,1.98,35.3,25.1,84.2
Visakhapatnam,2015-09-25,0.0,36.0,24.1,59.5
Visakhapatnam,2015-09-26,37.8,33.6,25.8,78.7
Visakhapatnam,2015-09-27,6.02,34.5,23.6,81.0
Visakhapatnam,2015-09-28,0.0,33.4,26.5,56.8
Visakhapatnam,2015-09-29,0.0,33.8,24.0,50.7
Visakhapatnam,2015-09-30,2.0,31.6,22.9,92.9
Visakhapatnam,2015-10-01,0.0,35.8,24.4,59.7
Visakhapatnam,2015-10-02,14.99,33.5,24.5,88.4
Visakhapatnam,2015-10-03,2.9,34.2,24.2,80.2
Visakhapatnam,2015-10-04,15.64,35.9,25.1,79.0
Visakhapatnam,2015-10-05,0.0,33.3,24.8,55.4
Visakhapatnam,2015-10-06,0.0,31.7,23.5,45.6
Visakhapatnam,2015-10-07,0.0,35.6,22.8,56.8
Visakhapatnam,2015-10-08,0.0,32.9,24.3,54.8
Visakhapatnam,2015-10-09,6.27,33.7,24.3,82.3
Visakhapatnam,2015-10-10,0.0,33.4,22.6,59.0
Visakhapatnam,2015-10-11,0.0,34.1,24.9,63.7
Visakhapatnam,2015-10-12,0.0,33.8,22.6,55.1
Visakhapatnam,2015-10-13,32.6,33.0,24.4,72.0
Visakhapatnam,2015-10-14,0.0,34.1,23.2,56.5
Visakhapatnam,2015-10-15,0.0,33.0,25.1,59.9
Visakhapatnam,2015-10-16,6.64,30.4,23.2,90.1
Visakhapatnam,2015-10-17,0.0,32.1,21.8,49.2
Visakhapatnam,2015-10-18,0.0,30.3,23.5,59.5
Visakhapatnam,2015-10-19,0.0,29.7,21.8,62.4
Visakhapatnam,2015-10-20,0.0,32.2,21.5,59.8
Visakhapatnam,2015-10-21,0.0,33.0,23.2,66.0
Visakhapatnam,2015-10-22,13.68,33.9,21.8,81.6
Visakhapatnam,2015-10-23,0.0,30.5,22.7,60.8
Visakhapatnam,2015-10-24,0.0,30.4,22.3,59.5
Visakhapatnam,2015-10-25,0.0,30.9,23.2,56.6
Visakhapatnam,2015-10-26,0.0,34.4,22.8,58.9
Visakhapatnam,2015-10-27,0.0,31.8,21.4,57.6
Visakhapatnam,2015-10-28,5.74,34.7,22.5,80.6
Visakhapatnam,2015-10-29,8.55,32.5,20.8,87.1
Visakhapatnam,2015-10-30,0.0,32.3,21.7,52.0
Visakhapatnam,2015-10-31,0.0,31.4,21.6,60.5
Visakhapatnam,2015-11-01,0.0,32.7,21.5,57.3
Visakhapatnam,2015-11-02,0.0,33.1,23.1,60.8
Visakhapatnam,2015-11-03,0.0,32.4,22.2,45.4
Visakhapatnam,2015-11-04,11.76,31.6,22.0,93.8
Visakhapatnam,2015-11-05,0.0,27.9,21.3,54.0
Visakhapatnam,2015-11-06,0.0,31.3,22.8,48.5
Visakhapatnam,2015-11-07,0.0,30.0,20.8,63.9
Visakhapatnam,2015-11-08,11.7,33.3,22.0,83.9
Visakhapatnam,2015-11-09,0.0,29.3,22.6,53.1
Visakhapatnam,2015-11-10,4.73,31.7,21.6,88.9
Visakhapatnam,2015-11-11,0.0,31.4,20.8,68.4
Visakhapatnam,2015-11-12,0.0,32.3,22.6,49.9
Visakhapatnam,2015-11-13,15.15,30.7,20.9,83.7
Visakhapatnam,2015-11-14,19.18,29.5,21.9,90.5
Visakhapatnam,2015-11-15,0.0,31.4,20.7,49.4
Visakhapatnam,2015-11-16,0.87,30.3,20.5,67.3
Visakhapatnam,2015-11-17,0.0,31.7,20.2,57.2
Visakhapatnam,2015-11-18,0.0,32.0,20.7,56.7
Visakhapatnam,2015-11-19,0.0,32.0,20.5,51.4
Visakhapatnam,2015-11-20,8.37,29.7,22.2,84.3
Visakhapatnam,2015-11-21,0.0,30.2,22.4,57.1
Visakhapatnam,2015-11-22,0.0,29.1,19.8,57.8
Visakhapatnam,2015-11-23,0.0,30.0,19.3,46.8
Visakhapatnam,2015-11-24,0.0,27.8,20.6,61.8
Visakhapatnam,2015-11-25,0.0,27.1,20.3,54.0
Visakhapatnam,2015-11-26,0.78,31.8,20.8,88.4
Visakhapatnam,2015-11-27,0.0,30.1,21.1,50.1
Visakhapatnam,2015-11-28,0.0,28.0,20.6,56.1
Visakhapatnam,2015-11-29,0.0,29.5,19.6,48.6
Visakhapatnam,2015-11-30,1.06,28.1,20.9,77.9
Visakhapatnam,2015-12-01,0.0,28.7,21.5,57.0
Visakhapatnam,2015-12-02,0.0,30.0,18.0,54.7
Visakhapatnam,2015-12-03,0.0,29.5,20.1,58.3
Visakhapatnam,2015-12-04,0.0,26.9,18.3,56.3
Visakhapatnam,2015-12-05,0.0,30.8,19.6,43.4
Visakhapatnam,2015-12-06,0.0,25.8,19.7,53.9
Visakhapatnam,2015-12-07,0.0,30.4,21.1,54.0
Visakhapatnam,2015-12-08,0.0,29.8,20.4,56.9
Visakhapatnam,2015-12-09,0.0,27.6,21.8,49.2
Visakhapatnam,2015-12-10,0.0,26.9,18.8,64.1
Visakhapatnam,2015-12-11,0.0,29.9,19.9,54.4
Visakhapatnam,2015-12-12,0.0,28.5,17.9,50.2
Visakhapatnam,2015-12-13,0.0,29.3,18.1,50.7
Visakhapatnam,2015-12-14,0.0,28.3,18.2,51.2
Visakhapatnam,2015-12-15,0.0,29.6,20.4,54.1
Visakhapatnam,2015-12-16,0.0,28.8,18.7,48.1
Visakhapatnam,2015-12-17,0.0,27.8,18.3,56.0
Visakhapatnam,2015-12-18,0.0,26.7,19.5,53.7
Visakhapatnam,2015-12-19,0.0,28.5,18.0,47.4
Visakhapatnam,2015-12-20,1.28,28.3,19.9,80.8
Visakhapatnam,2015-12-21,0.0,26.5,17.0,60.7
Visakhapatnam,2015-12-22,0.0,27.9,18.0,46.5
Visakhapatnam,2015-12-23,0.0,27.5,19.7,57.7
Visakhapatnam,2015-12-24,0.0,28.6,20.9,48.6
Visakhapatnam,2015-12-25,0.0,29.7,20.5,46.5
Visakhapatnam,2015-12-26,0.0,29.9,19.7,56.2
Visakhapatnam,2015-12-27,0.0,27.8,19.5,53.5
Visakhapatnam,2015-12-28,0.0,28.3,18.5,58.2
Visakhapatnam,2015-12-29,0.0,26.1,19.5,50.4
Visakhapatnam,2015-12-30,0.0,28.2,19.9,62.1
Visakhapatnam,2015-12-31,0.0,29.5,16.8,64.5
Visakhapatnam,2016-01-01,0.0,29.4,17.9,50.0
Visakhapatnam,2016-01-02,0.0,28.1,19.4,61.5
Visakhapatnam,2016-01-03,0.0,29.3,19.1,53.8
Visakhapatnam,2016-01-04,0.0,28.7,16.7,58.9
Visakhapatnam,2016-01-05,0.0,28.1,18.9,62.0
Visakhapatnam,2016-01-06,0.0,27.2,18.5,62.6
Visakhapatnam,2016-01-07,0.0,27.6,18.8,45.6
Visakhapatnam,2016-01-08,0.0,25.9,19.8,55.8
Visakhapatnam,2016-01-09,0.0,26.7,18.9,65.8
Visakhapatnam,2016-01-10,0.0,27.2,19.2,55.0
Visakhapatnam,2016-01-11,0.0,27.2,18.9,45.4
Visakhapatnam,2016-01-12,0.0,28.5,18.8,45.3
Visakhapatnam,2016-01-13,0.0,28.4,18.3,53.3
Visakhapatnam,2016-01-14,0.0,26.8,18.5,62.4
Visakhapatnam,2016-01-15,0.0,28.8,18.5,56.5
Visakhapatnam,2016-01-16,0.0,29.0,18.5,45.6
Visakhapatnam,2016-01-17,0.0,27.4,17.8,57.5
Visakhapatnam,2016-01-18,0.0,30.9,17.3,56.2
Visakhapatnam,2016-01-19,0.0,27.4,19.2,41.0
Visakhapatnam,2016-01-20,0.0,30.3,18.6,56.6
Visakhapatnam,2016-01-21,0.0,27.8,18.4,41.3
Visakhapatnam,2016-01-22,0.0,27.9,18.0,55.8
Visakhapatnam,2016-01-23,0.0,27.4,19.6,47.0
Visakhapatnam,2016-01-24,0.0,26.4,18.4,66.5
Visakhapatnam,2016-01-25,0.0,28.2,18.1,51.8
Visakhapatnam,2016-01-26,0.0,28.1,19.0,54.8
Visakhapatnam,2016-01-27,0.0,26.4,18.6,60.5
Visakhapatnam,2016-01-28,0.0,27.9,18.3,55.7
Visakhapatnam,2016-01-29,0.0,29.9,19.6,47.1
Visakhapatnam,2016-01-30,0.0,27.2,18.6,56.9
Visakhapatnam,2016-01-31,0.0,29.3,18.4,51.3
Visakhapatnam,2016-02-01,0.0,27.5,20.3,58.8
Visakhapatnam,2016-02-02,0.0,31.0,18.2,55.4
Visakhapatnam,2016-02-03,0.0,27.3,18.6,48.7
Visakhapatnam,2016-02-04,0.0,28.1,18.0,60.1
Visakhapatnam,2016-02-05,0.0,31.7,18.8,55.4
Visakhapatnam,2016-02-06,0.0,30.4,20.4,56.8
Visakhapatnam,2016-02-07,0.0,28.6,18.2,63.8
Visakhapatnam,2016-02-08,0.0,28.5,16.9,49.1
Visakhapatnam,2016-02-09,0.0,29.9,20.5,45.4
Visakhapatnam,2016-02-10,0.0,29.7,17.7,55.0
Visakhapatnam,2016-02-11,0.0,28.2,17.6,53.0
Visakhapatnam,2016-02-12,0.0,28.4,18.9,52.3
Visakhapatnam,2016-02-13,0.0,29.1,19.2,52.5
Visakhapatnam,2016-02-14,0.0,26.3,20.0,55.0
Visakhapatnam,2016-02-15,0.0,29.8,17.6,43.2
Visakhapatnam,2016-02-16,0.0,28.7,19.8,52.2
Visakhapatnam,2016-02-17,0.0,29.9,20.1,53.4
Visakhapatnam,2016-02-18,0.0,29.8,20.9,58.9
Visakhapatnam,2016-02-19,0.0,29.7,20.6,64.4
Visakhapatnam,2016-02-20,0.0,28.7,20.5,55.3
Visakhapatnam,2016-02-21,0.0,29.5,20.4,55.5
Visakhapatnam,2016-02-22,0.0,28.7,21.3,49.6
Visakhapatnam,2016-02-23,0.0,29.1,20.7,46.0
Visakhapatnam,2016-02-24,0.0,26.7,19.9,48.3
Visakhapatnam,2016-02-25,1.08,29.5,19.7,89.0
Visakhapatnam,2016-02-26,0.0,28.4,19.8,61.3
Visakhapatnam,2016-02-27,0.0,27.6,20.7,48.5
Visakhapatnam,2016-02-28,0.0,30.6,20.4,55.9
Visakhapatnam,2016-02-29,0.0,30.2,19.8,56.4
Visakhapatnam,2016-03-01,0.0,28.8,19.6,47.8
Visakhapatnam,2016-03-02,0.0,27.4,21.0,65.9
Visakhapatnam,2016-03-03,0.0,27.7,21.0,63.5
Visakhapatnam,2016-03-04,0.0,29.8,18.3,56.6
Visakhapatnam,2016-03-05,0.0,30.0,18.8,58.3
Visakhapatnam,2016-03-06,0.0,28.9,19.3,42.1
Visakhapatnam,2016-03-07,0.42,30.4,20.0,78.5
Visakhapatnam,2016-03-08,0.0,31.2,21.2,54.2
Visakhapatnam,2016-03-09,0.0,28.6,20.6,55.9
Visakhapatnam,2016-03-10,0.0,30.6,19.9,58.1
